Time,u,v,w,p,q,r,X,Y,Z,phi,theta,psi,a_x,a_y,a_z,p_dot,q_dot,r_dot
1259.6,0.012056,2.50E-11,1.67E-08,-2.58E-16,-5.60E-09,-6.24E-12,145.95,1.51E-06,-0.044497,-4.02E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.52E-14,6.75E-11,6.00E-17,0,0
1259.7,0.012053,2.50E-11,1.67E-08,-2.52E-16,-5.60E-09,-6.24E-12,145.95,1.51E-06,-0.044497,-4.03E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.52E-14,6.75E-11,8.00E-17,0,0
1259.8,0.012051,2.50E-11,1.67E-08,-2.44E-16,-5.60E-09,-6.24E-12,145.95,1.51E-06,-0.044497,-4.03E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.52E-14,6.75E-11,1.20E-16,0,1.00E-13
1259.9,0.012048,2.50E-11,1.67E-08,-2.32E-16,-5.60E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.03E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.51E-14,6.75E-11,1.50E-16,0,0
1260,0.012046,2.50E-11,1.67E-08,-2.17E-16,-5.60E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.03E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.50E-14,6.75E-11,1.80E-16,0,0
1260.1,0.012043,2.50E-11,1.67E-08,-1.99E-16,-5.60E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.50E-14,6.74E-11,2.00E-16,0,0
1260.2,0.012041,2.50E-11,1.67E-08,-1.79E-16,-5.60E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.50E-14,6.74E-11,2.40E-16,1.00E-10,0
1260.3,0.012038,2.50E-11,1.67E-08,-1.55E-16,-5.59E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.50E-14,6.73E-11,2.50E-16,0,0
1260.4,0.012036,2.50E-11,1.67E-08,-1.30E-16,-5.59E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.50E-14,6.73E-11,2.80E-16,0,0
1260.5,0.012033,2.50E-11,1.67E-08,-1.02E-16,-5.59E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.50E-14,6.73E-11,3.07E-16,0,0
1260.6,0.012031,2.50E-11,1.67E-08,-7.13E-17,-5.59E-09,-6.23E-12,145.96,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.50E-14,6.73E-11,3.21E-16,0,0
1260.7,0.012028,2.50E-11,1.67E-08,-3.92E-17,-5.59E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.05E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.49E-14,6.72E-11,3.38E-16,0,0
1260.8,0.012026,2.50E-11,1.67E-08,-5.44E-18,-5.59E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.05E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.49E-14,6.72E-11,3.51E-16,0,0
1260.9,0.012024,2.50E-11,1.67E-08,2.97E-17,-5.59E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.05E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.49E-14,6.72E-11,3.63E-16,1.00E-10,0
1261,0.012021,2.50E-11,1.67E-08,6.60E-17,-5.58E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.05E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.49E-14,6.71E-11,3.70E-16,0,0
1261.1,0.012019,2.50E-11,1.67E-08,1.03E-16,-5.58E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.05E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.49E-14,6.71E-11,3.80E-16,0,0
1261.2,0.012016,2.50E-11,1.67E-08,1.41E-16,-5.58E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.05E-14,2.52E-06,-1.25E-08,-2.00E-05,-7.49E-14,6.70E-11,3.80E-16,0,0
1261.3,0.012014,2.50E-11,1.67E-08,1.79E-16,-5.58E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.04E-14,2.52E-06,-1.25E-08,-3.00E-05,-7.48E-14,6.70E-11,3.80E-16,0,0
1261.4,0.012011,2.50E-11,1.67E-08,2.17E-16,-5.58E-09,-6.23E-12,145.97,1.51E-06,-0.044497,-4.04E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.48E-14,6.70E-11,3.70E-16,0,0
1261.5,0.012009,2.50E-11,1.67E-08,2.54E-16,-5.58E-09,-6.23E-12,145.98,1.51E-06,-0.044497,-4.04E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.48E-14,6.70E-11,3.70E-16,0,0
1261.6,0.012006,2.50E-11,1.67E-08,2.91E-16,-5.58E-09,-6.23E-12,145.98,1.51E-06,-0.044497,-4.04E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.48E-14,6.70E-11,3.60E-16,1.00E-10,0
1261.7,0.012004,2.50E-11,1.67E-08,3.27E-16,-5.57E-09,-6.23E-12,145.98,1.51E-06,-0.044497,-4.04E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.48E-14,6.69E-11,3.50E-16,0,1.00E-13
1261.8,0.012001,2.50E-11,1.67E-08,3.62E-16,-5.57E-09,-6.22E-12,145.98,1.51E-06,-0.044497,-4.03E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.46E-14,6.68E-11,3.30E-16,0,0
1261.9,0.011999,2.50E-11,1.67E-08,3.95E-16,-5.57E-09,-6.22E-12,145.98,1.51E-06,-0.044497,-4.03E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.46E-14,6.68E-11,3.10E-16,0,0
1262,0.011996,2.50E-11,1.67E-08,4.26E-16,-5.57E-09,-6.22E-12,145.98,1.51E-06,-0.044497,-4.02E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.46E-14,6.68E-11,3.00E-16,0,0
1262.1,0.011994,2.50E-11,1.67E-08,4.56E-16,-5.57E-09,-6.22E-12,145.98,1.51E-06,-0.044497,-4.02E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.46E-14,-9.33E-10,2.70E-16,0,0
1262.2,0.011992,2.50E-11,1.66E-08,4.83E-16,-5.57E-09,-6.22E-12,145.98,1.51E-06,-0.044497,-4.02E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.46E-14,6.68E-11,2.40E-16,0,0
1262.3,0.011989,2.50E-11,1.66E-08,5.07E-16,-5.57E-09,-6.22E-12,145.98,1.51E-06,-0.044497,-4.01E-14,2.51E-06,-1.25E-08,-2.00E-05,-1.07E-12,6.68E-11,2.20E-16,1.00E-10,0
1262.4,0.011987,2.49E-11,1.66E-08,5.29E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-4.01E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.46E-14,6.66E-11,1.90E-16,0,0
1262.5,0.011984,2.49E-11,1.66E-08,5.48E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-4.00E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.45E-14,6.66E-11,1.60E-16,0,0
1262.6,0.011982,2.49E-11,1.66E-08,5.64E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-4.00E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.45E-14,6.66E-11,1.20E-16,0,0
1262.7,0.011979,2.49E-11,1.66E-08,5.76E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-3.99E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.45E-14,6.66E-11,1.00E-16,0,0
1262.8,0.011977,2.49E-11,1.66E-08,5.86E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-3.99E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.45E-14,6.66E-11,5.00E-17,0,0
1262.9,0.011974,2.49E-11,1.66E-08,5.91E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-3.98E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.45E-14,6.66E-11,2.00E-17,0,0
1263,0.011972,2.49E-11,1.66E-08,5.93E-16,-5.56E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-3.97E-14,2.51E-06,-1.25E-08,-3.00E-05,-7.45E-14,6.66E-11,-1.00E-17,1.00E-10,0
1263.1,0.011969,2.49E-11,1.66E-08,5.92E-16,-5.55E-09,-6.22E-12,145.99,1.51E-06,-0.044497,-3.97E-14,2.51E-06,-1.25E-08,-2.00E-05,-7.44E-14,6.64E-11,-5.00E-17,0,0
1263.2,0.011967,2.49E-11,1.66E-08,5.87E-16,-5.55E-09,-6.22E-12,146,1.51E-06,-0.044497,-3.96E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.44E-14,6.64E-11,-8.00E-17,0,0
1263.3,0.011965,2.49E-11,1.66E-08,5.79E-16,-5.55E-09,-6.22E-12,146,1.51E-06,-0.044497,-3.96E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.44E-14,6.64E-11,-1.20E-16,0,0
1263.4,0.011962,2.49E-11,1.66E-08,5.67E-16,-5.55E-09,-6.22E-12,146,1.51E-06,-0.044497,-3.95E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.44E-14,6.64E-11,-1.60E-16,0,0
1263.5,0.01196,2.49E-11,1.66E-08,5.51E-16,-5.55E-09,-6.22E-12,146,1.51E-06,-0.044497,-3.95E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.44E-14,6.64E-11,-1.90E-16,0,0
1263.6,0.011957,2.49E-11,1.66E-08,5.32E-16,-5.55E-09,-6.22E-12,146,1.51E-06,-0.044497,-3.94E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.44E-14,6.64E-11,-2.20E-16,0,0
1263.7,0.011955,2.49E-11,1.66E-08,5.10E-16,-5.55E-09,-6.22E-12,146,1.51E-06,-0.044497,-3.93E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.44E-14,6.64E-11,-2.50E-16,1.00E-10,1.00E-13
1263.8,0.011952,2.49E-11,1.66E-08,4.85E-16,-5.54E-09,-6.21E-12,146,1.51E-06,-0.044497,-3.93E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.42E-14,6.62E-11,-2.80E-16,0,0
1263.9,0.01195,2.49E-11,1.66E-08,4.57E-16,-5.54E-09,-6.21E-12,146,1.51E-06,-0.044497,-3.93E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.42E-14,6.62E-11,-3.10E-16,0,0
1264,0.011947,2.49E-11,1.66E-08,4.26E-16,-5.54E-09,-6.21E-12,146,1.51E-06,-0.044497,-3.92E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.42E-14,6.62E-11,-3.30E-16,0,0
1264.1,0.011945,2.49E-11,1.66E-08,3.93E-16,-5.54E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.92E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.42E-14,6.62E-11,-3.60E-16,0,0
1264.2,0.011943,2.49E-11,1.66E-08,3.57E-16,-5.54E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.91E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.42E-14,6.62E-11,-3.70E-16,0,0
1264.3,0.01194,2.49E-11,1.66E-08,3.20E-16,-5.54E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.91E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.41E-14,6.61E-11,-3.90E-16,0,0
1264.4,0.011938,2.49E-11,1.66E-08,2.81E-16,-5.54E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.91E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.41E-14,6.61E-11,-4.00E-16,1.00E-10,0
1264.5,0.011935,2.49E-11,1.66E-08,2.41E-16,-5.53E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.90E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.41E-14,6.60E-11,-4.20E-16,0,0
1264.6,0.011933,2.49E-11,1.66E-08,1.99E-16,-5.53E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.90E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.41E-14,6.60E-11,-4.20E-16,0,0
1264.7,0.01193,2.49E-11,1.66E-08,1.57E-16,-5.53E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.90E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.41E-14,6.60E-11,-4.30E-16,0,0
1264.8,0.011928,2.49E-11,1.66E-08,1.14E-16,-5.53E-09,-6.21E-12,146.01,1.51E-06,-0.044497,-3.90E-14,2.50E-06,-1.25E-08,-3.00E-05,-7.41E-14,6.60E-11,-4.27E-16,0,0
1264.9,0.011925,2.49E-11,1.66E-08,7.13E-17,-5.53E-09,-6.21E-12,146.02,1.51E-06,-0.044497,-3.90E-14,2.50E-06,-1.25E-08,-2.00E-05,-7.41E-14,6.59E-11,-4.25E-16,0,0
1265,0.011923,2.49E-11,1.66E-08,2.88E-17,-5.53E-09,-6.21E-12,146.02,1.51E-06,-0.044497,-3.90E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.40E-14,6.59E-11,-4.19E-16,0,0
1265.1,0.011921,2.49E-11,1.66E-08,-1.31E-17,-5.53E-09,-6.21E-12,146.02,1.51E-06,-0.044497,-3.90E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.40E-14,6.59E-11,-4.10E-16,1.00E-10,0
1265.2,0.011918,2.49E-11,1.66E-08,-5.41E-17,-5.52E-09,-6.21E-12,146.02,1.51E-06,-0.044498,-3.90E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.40E-14,6.58E-11,-3.98E-16,0,0
1265.3,0.011916,2.49E-11,1.66E-08,-9.39E-17,-5.52E-09,-6.21E-12,146.02,1.51E-06,-0.044498,-3.90E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.40E-14,6.58E-11,-3.81E-16,0,0
1265.4,0.011913,2.49E-11,1.66E-08,-1.32E-16,-5.52E-09,-6.21E-12,146.02,1.51E-06,-0.044498,-3.90E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.40E-14,6.58E-11,-3.60E-16,0,0
1265.5,0.011911,2.49E-11,1.66E-08,-1.68E-16,-5.52E-09,-6.21E-12,146.02,1.51E-06,-0.044498,-3.90E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.40E-14,6.57E-11,-3.40E-16,0,0
1265.6,0.011908,2.49E-11,1.66E-08,-2.02E-16,-5.52E-09,-6.21E-12,146.02,1.51E-06,-0.044498,-3.90E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.39E-14,6.57E-11,-3.20E-16,0,1.00E-13
1265.7,0.011906,2.49E-11,1.66E-08,-2.34E-16,-5.52E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.90E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.38E-14,6.57E-11,-2.90E-16,0,0
1265.8,0.011903,2.49E-11,1.66E-08,-2.63E-16,-5.52E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.91E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.38E-14,6.57E-11,-2.60E-16,0,0
1265.9,0.011901,2.49E-11,1.66E-08,-2.89E-16,-5.52E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.91E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.38E-14,6.57E-11,-2.20E-16,1.00E-10,0
1266,0.011899,2.49E-11,1.66E-08,-3.11E-16,-5.51E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.91E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.38E-14,6.56E-11,-1.90E-16,0,0
1266.1,0.011896,2.49E-11,1.66E-08,-3.30E-16,-5.51E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.92E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.38E-14,-9.34E-10,-1.60E-16,0,0
1266.2,0.011894,2.49E-11,1.65E-08,-3.46E-16,-5.51E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.92E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.37E-14,6.55E-11,-1.20E-16,0,0
1266.3,0.011891,2.49E-11,1.65E-08,-3.58E-16,-5.51E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.92E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.37E-14,6.55E-11,-8.00E-17,0,0
1266.4,0.011889,2.49E-11,1.65E-08,-3.66E-16,-5.51E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.93E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.37E-14,6.55E-11,-4.00E-17,0,0
1266.5,0.011886,2.49E-11,1.65E-08,-3.70E-16,-5.51E-09,-6.20E-12,146.03,1.51E-06,-0.044498,-3.93E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.37E-14,6.55E-11,0,0,0
1266.6,0.011884,2.49E-11,1.65E-08,-3.70E-16,-5.51E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.93E-14,2.49E-06,-1.25E-08,-2.00E-05,-7.37E-14,6.55E-11,4.00E-17,1.00E-10,0
1266.7,0.011882,2.49E-11,1.65E-08,-3.66E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.94E-14,2.49E-06,-1.25E-08,-3.00E-05,-7.37E-14,6.54E-11,8.00E-17,0,0
1266.8,0.011879,2.49E-11,1.65E-08,-3.58E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.94E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.37E-14,6.53E-11,1.20E-16,0,0
1266.9,0.011877,2.49E-11,1.65E-08,-3.46E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.95E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.36E-14,6.53E-11,1.60E-16,0,0
1267,0.011874,2.49E-11,1.65E-08,-3.30E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.95E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.36E-14,6.53E-11,1.90E-16,0,0
1267.1,0.011872,2.49E-11,1.65E-08,-3.11E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.95E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.36E-14,6.53E-11,2.40E-16,0,0
1267.2,0.011869,2.49E-11,1.65E-08,-2.87E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.96E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.36E-14,6.53E-11,2.70E-16,0,0
1267.3,0.011867,2.49E-11,1.65E-08,-2.60E-16,-5.50E-09,-6.20E-12,146.04,1.51E-06,-0.044498,-3.96E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.36E-14,6.53E-11,3.00E-16,1.00E-10,0
1267.4,0.011865,2.49E-11,1.65E-08,-2.30E-16,-5.49E-09,-6.20E-12,146.05,1.51E-06,-0.044498,-3.96E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.36E-14,6.51E-11,3.30E-16,0,0
1267.5,0.011862,2.49E-11,1.65E-08,-1.97E-16,-5.49E-09,-6.20E-12,146.05,1.51E-06,-0.044498,-3.96E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.35E-14,6.51E-11,3.70E-16,0,0
1267.6,0.01186,2.49E-11,1.65E-08,-1.60E-16,-5.49E-09,-6.20E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.35E-14,6.51E-11,3.80E-16,0,1.00E-13
1267.7,0.011857,2.49E-11,1.65E-08,-1.22E-16,-5.49E-09,-6.19E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-2.00E-05,-1.07E-12,6.51E-11,4.15E-16,0,0
1267.8,0.011855,2.48E-11,1.65E-08,-8.05E-17,-5.49E-09,-6.19E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.34E-14,6.51E-11,4.32E-16,0,0
1267.9,0.011852,2.48E-11,1.65E-08,-3.73E-17,-5.49E-09,-6.19E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.34E-14,6.51E-11,4.48E-16,0,0
1268,0.01185,2.48E-11,1.65E-08,7.54E-18,-5.49E-09,-6.19E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.34E-14,6.51E-11,4.62E-16,1.00E-10,0
1268.1,0.011848,2.48E-11,1.65E-08,5.37E-17,-5.48E-09,-6.19E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.33E-14,6.49E-11,4.73E-16,0,0
1268.2,0.011845,2.48E-11,1.65E-08,1.01E-16,-5.48E-09,-6.19E-12,146.05,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.33E-14,6.49E-11,4.80E-16,0,0
1268.3,0.011843,2.48E-11,1.65E-08,1.49E-16,-5.48E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.33E-14,6.49E-11,4.80E-16,0,0
1268.4,0.01184,2.48E-11,1.65E-08,1.97E-16,-5.48E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-2.00E-05,-7.33E-14,6.49E-11,4.80E-16,0,0
1268.5,0.011838,2.48E-11,1.65E-08,2.45E-16,-5.48E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.97E-14,2.48E-06,-1.25E-08,-3.00E-05,-7.33E-14,6.49E-11,4.70E-16,0,0
1268.6,0.011835,2.48E-11,1.65E-08,2.92E-16,-5.48E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.96E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.33E-14,6.49E-11,4.60E-16,0,0
1268.7,0.011833,2.48E-11,1.65E-08,3.38E-16,-5.48E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.96E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.32E-14,6.48E-11,4.50E-16,1.00E-10,0
1268.8,0.011831,2.48E-11,1.65E-08,3.83E-16,-5.47E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.96E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.32E-14,6.47E-11,4.40E-16,0,0
1268.9,0.011828,2.48E-11,1.65E-08,4.27E-16,-5.47E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.95E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.32E-14,6.47E-11,4.10E-16,0,0
1269,0.011826,2.48E-11,1.65E-08,4.68E-16,-5.47E-09,-6.19E-12,146.06,1.51E-06,-0.044498,-3.95E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.32E-14,6.47E-11,4.00E-16,0,0
1269.1,0.011823,2.48E-11,1.65E-08,5.08E-16,-5.47E-09,-6.19E-12,146.07,1.51E-06,-0.044498,-3.95E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.32E-14,6.47E-11,3.60E-16,0,0
1269.2,0.011821,2.48E-11,1.65E-08,5.44E-16,-5.47E-09,-6.19E-12,146.07,1.51E-06,-0.044498,-3.94E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.32E-14,6.47E-11,3.40E-16,0,0
1269.3,0.011818,2.48E-11,1.65E-08,5.78E-16,-5.47E-09,-6.19E-12,146.07,1.51E-06,-0.044498,-3.94E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.32E-14,6.46E-11,3.00E-16,0,0
1269.4,0.011816,2.48E-11,1.65E-08,6.08E-16,-5.47E-09,-6.19E-12,146.07,1.51E-06,-0.044498,-3.93E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.31E-14,6.46E-11,2.70E-16,0,0
1269.5,0.011814,2.48E-11,1.65E-08,6.35E-16,-5.47E-09,-6.19E-12,146.07,1.51E-06,-0.044498,-3.92E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.31E-14,6.46E-11,2.30E-16,1.00E-10,0
1269.6,0.011811,2.48E-11,1.65E-08,6.58E-16,-5.46E-09,-6.19E-12,146.07,1.51E-06,-0.044498,-3.92E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.31E-14,6.45E-11,1.90E-16,0,1.00E-13
1269.7,0.011809,2.48E-11,1.65E-08,6.77E-16,-5.46E-09,-6.18E-12,146.07,1.51E-06,-0.044498,-3.91E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.30E-14,6.45E-11,1.40E-16,0,0
1269.8,0.011806,2.48E-11,1.65E-08,6.91E-16,-5.46E-09,-6.18E-12,146.07,1.51E-06,-0.044498,-3.90E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.30E-14,6.45E-11,1.10E-16,0,0
1269.9,0.011804,2.48E-11,1.65E-08,7.02E-16,-5.46E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.90E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.29E-14,6.45E-11,6.00E-17,0,0
1270,0.011802,2.48E-11,1.65E-08,7.08E-16,-5.46E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.89E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.29E-14,6.44E-11,2.00E-17,0,0
1270.1,0.011799,2.48E-11,1.65E-08,7.10E-16,-5.46E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.88E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.29E-14,6.44E-11,-3.00E-17,0,0
1270.2,0.011797,2.48E-11,1.65E-08,7.07E-16,-5.46E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.88E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.29E-14,6.44E-11,-7.00E-17,1.00E-10,0
1270.3,0.011794,2.48E-11,1.65E-08,7.00E-16,-5.45E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.87E-14,2.47E-06,-1.25E-08,-2.00E-05,-7.29E-14,-9.36E-10,-1.20E-16,0,0
1270.4,0.011792,2.48E-11,1.64E-08,6.88E-16,-5.45E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.86E-14,2.47E-06,-1.25E-08,-3.00E-05,-7.29E-14,6.43E-11,-1.70E-16,0,0
1270.5,0.011789,2.48E-11,1.64E-08,6.71E-16,-5.45E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.86E-14,2.46E-06,-1.25E-08,-2.00E-05,-7.29E-14,6.43E-11,-2.00E-16,0,0
1270.6,0.011787,2.48E-11,1.64E-08,6.51E-16,-5.45E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.85E-14,2.46E-06,-1.25E-08,-2.00E-05,-7.28E-14,6.42E-11,-2.50E-16,0,0
1270.7,0.011785,2.48E-11,1.64E-08,6.26E-16,-5.45E-09,-6.18E-12,146.08,1.51E-06,-0.044498,-3.84E-14,2.46E-06,-1.25E-08,-3.00E-05,-7.28E-14,6.42E-11,-2.90E-16,0,0
1270.8,0.011782,2.48E-11,1.64E-08,5.97E-16,-5.45E-09,-6.18E-12,146.09,1.51E-06,-0.044498,-3.84E-14,2.46E-06,-1.25E-08,-2.00E-05,-7.28E-14,6.42E-11,-3.30E-16,0,0
