Time,u,v,w,p,q,r,X,Y,Z,phi,theta,psi,a_x,a_y,a_z,p_dot,q_dot,r_dot
503.4,0.069667,9.70E-11,1.34E-07,9.97E-15,-7.85E-08,-2.67E-11,122.26,1.66E-06,-0.044256,-1.31E-12,2.04E-05,-3.57E-09,-0.0002,-1.86E-12,5.47E-09,-1.00E-16,0,0
503.5,0.069647,9.70E-11,1.34E-07,9.96E-15,-7.85E-08,-2.67E-11,122.27,1.66E-06,-0.044257,-1.31E-12,2.04E-05,-3.57E-09,-0.0002,-2.86E-12,5.47E-09,-1.00E-16,0,0
503.6,0.069627,9.69E-11,1.34E-07,9.95E-15,-7.85E-08,-2.67E-11,122.27,1.66E-06,-0.044257,-1.31E-12,2.04E-05,-3.57E-09,-0.0002,-1.86E-12,5.47E-09,-1.00E-16,1.00E-09,1.00E-12
503.7,0.069607,9.69E-11,1.34E-07,9.94E-15,-7.84E-08,-2.66E-11,122.28,1.66E-06,-0.044257,-1.31E-12,2.04E-05,-3.57E-09,-0.0002,-1.85E-12,5.46E-09,0,0,0
503.8,0.069587,9.69E-11,1.34E-07,9.94E-15,-7.84E-08,-2.66E-11,122.29,1.66E-06,-0.044257,-1.31E-12,2.04E-05,-3.58E-09,-0.0002,-2.85E-12,5.46E-09,-1.00E-16,1.00E-09,0
503.9,0.069567,9.68E-11,1.34E-07,9.93E-15,-7.83E-08,-2.66E-11,122.3,1.66E-06,-0.044257,-1.31E-12,2.04E-05,-3.58E-09,-0.0002,-1.85E-12,5.45E-09,-1.00E-16,0,0
504,0.069547,9.68E-11,1.34E-07,9.92E-15,-7.83E-08,-2.66E-11,122.3,1.66E-06,-0.044257,-1.30E-12,2.04E-05,-3.58E-09,-0.0002,-1.85E-12,5.45E-09,-1.00E-16,1.00E-09,0
504.1,0.069527,9.68E-11,1.34E-07,9.91E-15,-7.82E-08,-2.66E-11,122.31,1.66E-06,-0.044257,-1.30E-12,2.03E-05,-3.58E-09,-0.00019,-2.85E-12,5.44E-09,-1.00E-16,0,0
504.2,0.069508,9.67E-11,1.34E-07,9.90E-15,-7.82E-08,-2.66E-11,122.32,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.59E-09,-0.0002,-1.85E-12,5.44E-09,-1.00E-16,0,0
504.3,0.069488,9.67E-11,1.34E-07,9.89E-15,-7.82E-08,-2.66E-11,122.32,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.59E-09,-0.0002,-1.85E-12,5.43E-09,-1.00E-16,1.00E-09,0
504.4,0.069468,9.67E-11,1.34E-07,9.88E-15,-7.81E-08,-2.66E-11,122.33,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.59E-09,-0.0002,-2.85E-12,5.43E-09,-1.00E-16,0,0
504.5,0.069448,9.66E-11,1.34E-07,9.87E-15,-7.81E-08,-2.66E-11,122.34,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.59E-09,-0.0002,-1.85E-12,5.42E-09,0,1.00E-09,1.00E-12
504.6,0.069428,9.66E-11,1.34E-07,9.87E-15,-7.80E-08,-2.65E-11,122.34,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.60E-09,-0.0002,-2.84E-12,-4.58E-09,-1.00E-16,0,0
504.7,0.069408,9.65E-11,1.33E-07,9.86E-15,-7.80E-08,-2.65E-11,122.35,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.60E-09,-0.00019,-1.84E-12,5.41E-09,-1.00E-16,0,0
504.8,0.069389,9.65E-11,1.33E-07,9.85E-15,-7.80E-08,-2.65E-11,122.36,1.66E-06,-0.044258,-1.30E-12,2.03E-05,-3.60E-09,-0.0002,-1.84E-12,5.41E-09,-1.00E-16,1.00E-09,0
504.9,0.069369,9.65E-11,1.33E-07,9.84E-15,-7.79E-08,-2.65E-11,122.37,1.66E-06,-0.044259,-1.30E-12,2.03E-05,-3.61E-09,-0.0002,-2.84E-12,5.40E-09,-1.00E-16,0,0
505,0.069349,9.64E-11,1.33E-07,9.83E-15,-7.79E-08,-2.65E-11,122.37,1.66E-06,-0.044259,-1.29E-12,2.03E-05,-3.61E-09,-0.0002,-1.84E-12,5.40E-09,-1.00E-16,1.00E-09,0
505.1,0.069329,9.64E-11,1.33E-07,9.82E-15,-7.78E-08,-2.65E-11,122.38,1.66E-06,-0.044259,-1.29E-12,2.03E-05,-3.61E-09,-0.0002,-1.84E-12,5.39E-09,-1.00E-16,0,0
505.2,0.069309,9.64E-11,1.33E-07,9.81E-15,-7.78E-08,-2.65E-11,122.39,1.66E-06,-0.044259,-1.29E-12,2.03E-05,-3.61E-09,-0.00019,-2.84E-12,5.39E-09,-1.00E-16,1.00E-09,0
505.3,0.06929,9.63E-11,1.33E-07,9.80E-15,-7.77E-08,-2.65E-11,122.39,1.66E-06,-0.044259,-1.29E-12,2.03E-05,-3.62E-09,-0.0002,-1.84E-12,5.38E-09,0,0,0
505.4,0.06927,9.63E-11,1.33E-07,9.80E-15,-7.77E-08,-2.65E-11,122.4,1.66E-06,-0.044259,-1.29E-12,2.02E-05,-3.62E-09,-0.0002,-1.84E-12,5.38E-09,-1.00E-16,0,0
505.5,0.06925,9.63E-11,1.33E-07,9.79E-15,-7.77E-08,-2.65E-11,122.41,1.66E-06,-0.044259,-1.29E-12,2.02E-05,-3.62E-09,-0.0002,-2.84E-12,5.38E-09,-1.00E-16,1.00E-09,1.00E-12
505.6,0.06923,9.62E-11,1.33E-07,9.78E-15,-7.76E-08,-2.64E-11,122.41,1.66E-06,-0.04426,-1.29E-12,2.02E-05,-3.62E-09,-0.00019,-1.83E-12,5.37E-09,-1.00E-16,0,0
505.7,0.069211,9.62E-11,1.33E-07,9.77E-15,-7.76E-08,-2.64E-11,122.42,1.66E-06,-0.04426,-1.29E-12,2.02E-05,-3.63E-09,-0.0002,-2.83E-12,5.37E-09,-1.00E-16,1.00E-09,0
505.8,0.069191,9.61E-11,1.33E-07,9.76E-15,-7.75E-08,-2.64E-11,122.43,1.66E-06,-0.04426,-1.29E-12,2.02E-05,-3.63E-09,-0.0002,-1.83E-12,5.36E-09,-1.00E-16,0,0
505.9,0.069171,9.61E-11,1.33E-07,9.75E-15,-7.75E-08,-2.64E-11,122.43,1.66E-06,-0.04426,-1.29E-12,2.02E-05,-3.63E-09,-0.0002,-1.83E-12,5.36E-09,-1.00E-16,0,0
506,0.069151,9.61E-11,1.33E-07,9.74E-15,-7.75E-08,-2.64E-11,122.44,1.66E-06,-0.04426,-1.29E-12,2.02E-05,-3.63E-09,-0.00019,-2.83E-12,5.36E-09,0,1.00E-09,0
506.1,0.069132,9.60E-11,1.33E-07,9.74E-15,-7.74E-08,-2.64E-11,122.45,1.66E-06,-0.04426,-1.28E-12,2.02E-05,-3.64E-09,-0.0002,-1.83E-12,5.35E-09,-1.00E-16,0,0
506.2,0.069112,9.60E-11,1.33E-07,9.73E-15,-7.74E-08,-2.64E-11,122.46,1.66E-06,-0.04426,-1.28E-12,2.02E-05,-3.64E-09,-0.0002,-1.82E-12,-4.65E-09,-1.00E-16,1.00E-09,0
506.3,0.069092,9.60E-11,1.32E-07,9.72E-15,-7.73E-08,-2.64E-11,122.46,1.66E-06,-0.044261,-1.28E-12,2.02E-05,-3.64E-09,-0.00019,-2.82E-12,5.34E-09,-1.00E-16,0,0
506.4,0.069073,9.59E-11,1.32E-07,9.71E-15,-7.73E-08,-2.64E-11,122.47,1.66E-06,-0.044261,-1.28E-12,2.02E-05,-3.65E-09,-0.0002,-1.82E-12,5.34E-09,-1.00E-16,0,0
506.5,0.069053,9.59E-11,1.32E-07,9.70E-15,-7.73E-08,-2.64E-11,122.48,1.66E-06,-0.044261,-1.28E-12,2.02E-05,-3.65E-09,-0.0002,-1.82E-12,5.34E-09,-1.00E-16,1.00E-09,1.00E-12
506.6,0.069033,9.59E-11,1.32E-07,9.69E-15,-7.72E-08,-2.63E-11,122.48,1.66E-06,-0.044261,-1.28E-12,2.02E-05,-3.65E-09,-0.00019,-2.82E-12,5.33E-09,-1.00E-16,0,0
506.7,0.069014,9.58E-11,1.32E-07,9.68E-15,-7.72E-08,-2.63E-11,122.49,1.66E-06,-0.044261,-1.28E-12,2.01E-05,-3.65E-09,-0.0002,-1.82E-12,5.33E-09,0,1.00E-09,0
506.8,0.068994,9.58E-11,1.32E-07,9.68E-15,-7.71E-08,-2.63E-11,122.5,1.66E-06,-0.044261,-1.28E-12,2.01E-05,-3.66E-09,-0.0002,-1.81E-12,5.32E-09,-1.00E-16,0,0
506.9,0.068974,9.58E-11,1.32E-07,9.67E-15,-7.71E-08,-2.63E-11,122.5,1.66E-06,-0.044261,-1.28E-12,2.01E-05,-3.66E-09,-0.00019,-2.81E-12,5.32E-09,-1.00E-16,0,0
507,0.068955,9.57E-11,1.32E-07,9.66E-15,-7.71E-08,-2.63E-11,122.51,1.66E-06,-0.044261,-1.28E-12,2.01E-05,-3.66E-09,-0.0002,-1.81E-12,5.32E-09,-1.00E-16,1.00E-09,0
507.1,0.068935,9.57E-11,1.32E-07,9.65E-15,-7.70E-08,-2.63E-11,122.52,1.66E-06,-0.044262,-1.28E-12,2.01E-05,-3.66E-09,-0.0002,-1.81E-12,5.31E-09,-1.00E-16,0,0
507.2,0.068915,9.57E-11,1.32E-07,9.64E-15,-7.70E-08,-2.63E-11,122.52,1.66E-06,-0.044262,-1.27E-12,2.01E-05,-3.67E-09,-0.00019,-2.81E-12,5.31E-09,-1.00E-16,1.00E-09,0
507.3,0.068896,9.56E-11,1.32E-07,9.63E-15,-7.69E-08,-2.63E-11,122.53,1.66E-06,-0.044262,-1.27E-12,2.01E-05,-3.67E-09,-0.0002,-1.81E-12,5.30E-09,-1.00E-16,0,0
507.4,0.068876,9.56E-11,1.32E-07,9.62E-15,-7.69E-08,-2.63E-11,122.54,1.66E-06,-0.044262,-1.27E-12,2.01E-05,-3.67E-09,-0.0002,-2.81E-12,5.30E-09,0,1.00E-09,0
507.5,0.068856,9.55E-11,1.32E-07,9.62E-15,-7.68E-08,-2.63E-11,122.55,1.66E-06,-0.044262,-1.27E-12,2.01E-05,-3.67E-09,-0.00019,-1.81E-12,5.29E-09,-1.00E-16,0,1.00E-12
507.6,0.068837,9.55E-11,1.32E-07,9.61E-15,-7.68E-08,-2.62E-11,122.55,1.66E-06,-0.044262,-1.27E-12,2.01E-05,-3.68E-09,-0.0002,-1.80E-12,5.29E-09,-1.00E-16,0,0
507.7,0.068817,9.55E-11,1.32E-07,9.60E-15,-7.68E-08,-2.62E-11,122.56,1.66E-06,-0.044262,-1.27E-12,2.01E-05,-3.68E-09,-0.00019,-2.80E-12,-4.71E-09,-1.00E-16,1.00E-09,0
507.8,0.068798,9.54E-11,1.31E-07,9.59E-15,-7.67E-08,-2.62E-11,122.57,1.66E-06,-0.044263,-1.27E-12,2.01E-05,-3.68E-09,-0.0002,-1.80E-12,5.28E-09,-1.00E-16,0,0
507.9,0.068778,9.54E-11,1.31E-07,9.58E-15,-7.67E-08,-2.62E-11,122.57,1.66E-06,-0.044263,-1.27E-12,2.01E-05,-3.68E-09,-0.0002,-1.80E-12,5.28E-09,-1.00E-16,1.00E-09,0
508,0.068758,9.54E-11,1.31E-07,9.57E-15,-7.66E-08,-2.62E-11,122.58,1.66E-06,-0.044263,-1.27E-12,2.00E-05,-3.69E-09,-0.00019,-2.80E-12,5.27E-09,-1.00E-16,0,0
508.1,0.068739,9.53E-11,1.31E-07,9.56E-15,-7.66E-08,-2.62E-11,122.59,1.66E-06,-0.044263,-1.27E-12,2.00E-05,-3.69E-09,-0.0002,-1.80E-12,5.27E-09,0,0,0
508.2,0.068719,9.53E-11,1.31E-07,9.56E-15,-7.66E-08,-2.62E-11,122.59,1.66E-06,-0.044263,-1.27E-12,2.00E-05,-3.69E-09,-0.00019,-1.80E-12,5.26E-09,-1.00E-16,1.00E-09,0
508.3,0.0687,9.53E-11,1.31E-07,9.55E-15,-7.65E-08,-2.62E-11,122.6,1.66E-06,-0.044263,-1.26E-12,2.00E-05,-3.70E-09,-0.0002,-2.80E-12,5.26E-09,-1.00E-16,0,0
508.4,0.06868,9.52E-11,1.31E-07,9.54E-15,-7.65E-08,-2.62E-11,122.61,1.66E-06,-0.044263,-1.26E-12,2.00E-05,-3.70E-09,-0.00019,-1.80E-12,5.25E-09,-1.00E-16,1.00E-09,1.00E-12
508.5,0.068661,9.52E-11,1.31E-07,9.53E-15,-7.64E-08,-2.61E-11,122.61,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.70E-09,-0.0002,-1.79E-12,5.25E-09,-1.00E-16,0,0
508.6,0.068641,9.52E-11,1.31E-07,9.52E-15,-7.64E-08,-2.61E-11,122.62,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.70E-09,-0.00019,-2.79E-12,5.24E-09,-1.00E-16,0,0
508.7,0.068622,9.51E-11,1.31E-07,9.51E-15,-7.64E-08,-2.61E-11,122.63,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.71E-09,-0.0002,-1.79E-12,5.24E-09,0,1.00E-09,0
508.8,0.068602,9.51E-11,1.31E-07,9.51E-15,-7.63E-08,-2.61E-11,122.63,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.71E-09,-0.00019,-1.79E-12,5.23E-09,-1.00E-16,0,0
508.9,0.068583,9.51E-11,1.31E-07,9.50E-15,-7.63E-08,-2.61E-11,122.64,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.71E-09,-0.0002,-2.79E-12,5.23E-09,-1.00E-16,1.00E-09,0
509,0.068563,9.50E-11,1.31E-07,9.49E-15,-7.62E-08,-2.61E-11,122.65,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.71E-09,-0.00019,-1.79E-12,5.22E-09,-1.00E-16,0,0
509.1,0.068544,9.50E-11,1.31E-07,9.48E-15,-7.62E-08,-2.61E-11,122.65,1.66E-06,-0.044264,-1.26E-12,2.00E-05,-3.72E-09,-0.0002,-2.79E-12,5.22E-09,-1.00E-16,0,0
509.2,0.068524,9.49E-11,1.31E-07,9.47E-15,-7.62E-08,-2.61E-11,122.66,1.66E-06,-0.044265,-1.26E-12,2.00E-05,-3.72E-09,-0.00019,-1.79E-12,5.22E-09,-1.00E-16,1.00E-09,0
509.3,0.068505,9.49E-11,1.31E-07,9.46E-15,-7.61E-08,-2.61E-11,122.67,1.66E-06,-0.044265,-1.26E-12,1.99E-05,-3.72E-09,-0.0002,-1.79E-12,-4.79E-09,0,0,0
509.4,0.068485,9.49E-11,1.30E-07,9.46E-15,-7.61E-08,-2.61E-11,122.68,1.66E-06,-0.044265,-1.25E-12,1.99E-05,-3.72E-09,-0.00019,-2.79E-12,5.21E-09,-1.00E-16,1.00E-09,1.00E-12
509.5,0.068466,9.48E-11,1.30E-07,9.45E-15,-7.60E-08,-2.60E-11,122.68,1.66E-06,-0.044265,-1.25E-12,1.99E-05,-3.73E-09,-0.0002,-1.78E-12,5.20E-09,-1.00E-16,0,0
509.6,0.068446,9.48E-11,1.30E-07,9.44E-15,-7.60E-08,-2.60E-11,122.69,1.66E-06,-0.044265,-1.25E-12,1.99E-05,-3.73E-09,-0.00019,-1.78E-12,5.20E-09,-1.00E-16,0,0
509.7,0.068427,9.48E-11,1.30E-07,9.43E-15,-7.60E-08,-2.60E-11,122.7,1.66E-06,-0.044265,-1.25E-12,1.99E-05,-3.73E-09,-0.0002,-2.78E-12,5.20E-09,-1.00E-16,1.00E-09,0
509.8,0.068407,9.47E-11,1.30E-07,9.42E-15,-7.59E-08,-2.60E-11,122.7,1.66E-06,-0.044265,-1.25E-12,1.99E-05,-3.73E-09,-0.00019,-1.78E-12,5.19E-09,-1.00E-16,0,0
